PM-2.5,O3,NO2,CO,SO2,temperatures,wind_velocity,wind_direction,relative_humidity
19.0,0.19999999999999998,0.11392405063291139,0.13333333333333333,0.07142857142857144,0.32321041214750545,0.4186046511627908,0.8823529411764706,0.2567375886524823
15.0,0.25217391304347825,0.0759493670886076,0.13333333333333333,0.07142857142857144,0.2819956616052061,0.5116279069767442,0.8823529411764706,0.2382978723404255
12.0,0.2434782608695652,0.10126582278481013,0.20000000000000004,0.3571428571428572,0.2819956616052061,0.5116279069767442,0.8823529411764706,0.2382978723404255
21.0,0.25217391304347825,0.10126582278481013,0.13333333333333333,0.07142857142857144,0.2885032537960955,0.3023255813953488,0.8823529411764706,0.2737588652482269
16.0,0.23478260869565215,0.13924050632911392,0.20000000000000004,0.3571428571428572,0.2885032537960955,0.3023255813953488,0.8823529411764706,0.2737588652482269
22.0,0.19999999999999998,0.20253164556962025,0.26666666666666666,0.5000000000000001,0.3362255965292842,0.2558139534883721,0.8823529411764706,0.23546099290780143
29.0,0.20869565217391303,0.20253164556962025,0.20000000000000004,0.14285714285714288,0.3362255965292842,0.2558139534883721,0.8823529411764706,0.23546099290780143
37.0,0.19999999999999998,0.2531645569620253,0.39999999999999997,0.642857142857143,0.36442516268980474,0.16279069767441862,0.20588235294117646,0.41134751773049644
49.0,0.22608695652173913,0.2278481012658228,0.26666666666666666,0.14285714285714288,0.36442516268980474,0.16279069767441862,0.20588235294117646,0.41134751773049644
46.0,0.23478260869565215,0.24050632911392408,0.3333333333333333,0.5000000000000001,0.3709327548806942,0.24418604651162787,0.8823529411764706,0.5191489361702127
60.0,0.26956521739130435,0.17721518987341772,0.20000000000000004,0.14285714285714288,0.3709327548806942,0.24418604651162787,0.8823529411764706,0.5191489361702127
40.0,0.15652173913043477,0.3037974683544304,0.26666666666666666,0.14285714285714288,0.40563991323210413,0.19767441860465115,0.2647058823529412,0.2950354609929078
31.0,0.17391304347826086,0.27848101265822783,0.39999999999999997,0.5714285714285715,0.40563991323210413,0.19767441860465115,0.2647058823529412,0.2950354609929078
40.0,0.13043478260869565,0.2911392405063291,0.26666666666666666,0.14285714285714288,0.47505422993492413,0.5232558139534884,0.47058823529411764,0.17872340425531916
27.0,0.19999999999999998,0.26582278481012656,0.3333333333333333,0.5714285714285715,0.47505422993492413,0.5232558139534884,0.47058823529411764,0.17872340425531916
34.0,0.11304347826086956,0.2911392405063291,0.26666666666666666,0.14285714285714288,0.4945770065075922,0.29069767441860467,0.47058823529411764,0.24680851063829784
